ID1,keyword,"grammar, context",An example of how this word is used:,French,French translation/meaning of the English example
7969,rebel,noun,The rebels are using guerilla warfare.,,
7970,rebel,verb,Why rebel if you don't need to?,,Pourquoi vous révolter si vous n'en avez pas besoin ?
7973,rebroadcast,si,"""rebroadcast"" is the past tense of:  rebroadcast",rediffusé,
7975,rebuilt,si,"""rebuilt"" is the past tense of:  rebuild",reconstruit,
7977,receipts,pl,"""receipts"" is the plural of:  receipt","reçus, tickets, récépissés",
7979,received,si,"""received"" is the past tense of:  receive",reçu ,
7984,receptionists,pl,"""receptionists"" is the plural of:  receptionist","réceptionnistes, hôtesses d'accueil",
7987,rechecked,si,"""rechecked"" is the past tense of:  recheck",,
7989,recipes,pl,"""recipes"" is the plural of:  recipe",recettes,
7991,reclassified,si,"""reclassified"" is the past tense of:  reclassify",,
7995,recognized,si,"""recognized"" is the past tense of:  recognize",reconnu,
7997,recommended,si,"""recommended"" is the past tense of:  recommend",recommandé,
7999,reconciled,si,"""reconciled"" is the past tense of:  reconcile",réconcilié,
8001,reconstructed,si,"""reconstructed"" is the past tense of:  reconstruct",reconstruit,
8005,recorded,si,"""recorded"" is the past tense of:  record",enregistré,
8009,recuperated,si,"""recuperated"" is the past tense of:  recuperate",,
8011,recurred,si,"""recurred"" is the past tense of:  recur",,
8018,redder,co,"""redder"" is the comparative of :  red",,
8020,redid,si,"""redid"" is the past tense of:  redo",,
8023,reduced,si,"""reduced"" is the past tense of:  reduce",réduit,
8025,reductions,pl,"""reductions"" is the plural of:  reduction","diminutions, réductions",
8030,refinanced,si,"""refinanced"" is the past tense of:  refinance",,
8037,refrigerated,si,"""refrigerated"" is the past tense of:  refrigerate",réfrigéré,
8039,refrigerators,pl,"""refrigerators"" is the plural of:  refrigerator",réfrigérateurs,
8041,refugees,pl,"""refugees"" is the plural of:  refugee","réfugiés, réfugiées",
8044,refunds,pl,"""refunds"" is the plural of:  refund","remboursements, restitutions",
8046,refusals,pl,"""refusals"" is the plural of:  refusal",refus,
8049,refused,si,"""refused"" is the past tense of:  refuse",refusé,
8053,regarded  egard,si,"""regarded"" is the past tense of:  regard",,
8062,regretted,si,"""regretted"" is the past tense of:  regret",,
8069,reinforced,si,"""reinforced"" is the past tense of:  reinforce",renforçé,
8071,rejected,si,"""rejected"" is the past tense of:  reject",rejeté,
8077,relations,pl,"""relations"" is the plural of:  ""relation","relations, parents, parentes",
8085,relaxed,si,"""relaxed"" is the past tense of:  relax",,
8089,released,si,"""released"" is the past tense of:  release",,
8092,relied,si,"""relied"" is the past tense of:  rely",,
8103,remained,si,"""remained"" is the past tense of:  remain",,
8112,remarked,si,"""remarked"" is the past tense of:  remark",,
8113,remedies,pl,"""remedies"" is the plural of:  remedy",remèdes,
8119,remembered,si,"""remembered"" is the past tense of:  remember",(s'être) souvenu,
8126,removed,si,"""removed"" is the past tense of:  remove","enlevé, ôté ",
8128,renamed,si,"""renamed"" is the past tense of:  rename",renommé,
8130,renewed,si,"""renewed"" is the past tense of:  renew",renouveler,
8133,rented,si,"""rented"" is the past tense of:  rent",loué,
8139,repaired,si,"""repaired"" is the past tense of:  repair",réparé,
8141,repairmen,pl,"""repairmen"" is the plural of:  repairman","réparateurs, réparatrices",
8146,replacements,pl,"""replacements"" is the plural of:  replacement","remplaçants, remplaçantes",
8149,replayed,si,"""replayed"" is the past tense of:  replay",,
8150,replied,si,"""replied"" is the past tense of:  reply",répondu,
8156,reported,si,"""reported"" is the past tense of:  report",,
8158,reporters,pl,"""reporters"" is the plural of:  reporter","journalistes, reporters, greffiers, greffières",
8159,reports,pl,"""reports"" is the plural of:  report","rapports, comptes rendus",
8162,represented,si,"""represented"" is the past tense of:  represent",représenté,
8165,reprinted,si,"""reprinted"" is the past tense of:  reprint",réimprimé,
8171,republicans,pl,"""republicans"" is the plural of:  republican","républicains, républicaines",
8175,requested,si,"""requested"" is the past tense of:  request",,
8177,required,si,"""required"" is the past tense of:  require",,
8179,reread,si,"""reread"" is the past tense of:  reread",relu,
8182,rescheduled,si,"""rescheduled"" is the past tense of:  reschedule","changé d'horaire, replanifié",
8188,researchers,pl,"""researchers"" is the plural of:  researcher","chercheurs, chercheuses",
8191,resembled,si,"""resembled"" is the past tense of:  resemble",,
8194,reservations,pl,"""reservations"" is the plural of:  reservation",,
8199,resigned,si,"""resigned"" is the past tense of:  resign",(avoir) démissionné,
8203,resisted,si,"""resisted"" is the past tense of:  resist",résisté,
8205,resolutions,pl,"""resolutions"" is the plural of:  resolution","résolutions, décisions",
8213,respected,si,"""respected"" is the past tense of:  respect",respecté,
8217,responses,pl,"""responses"" is the plural of:  response","réponses, réactions",
8225,restaurants,pl,"""restaurants"" is the plural of:  restaurant",restaurants,
8231,restricted,si,"""restricted"" is the past tense of:  restrict",,
8235,resulted,si,"""resulted"" is the past tense of:  result",,
8236,results,pl,"""results"" is the plural of:  result",résultats,
8238,rethought,si,"""rethought"" is the past tense of:  rethink",,
8243,retracted,si,"""retracted"" is the past tense of:  retract",,
8246,returned,si,"""returned"" is the past tense of:  return",,
8247,returns,pl,"""returns"" is the plural of:  return",retours,
8250,reunited,si,"""reunited"" is the past tense of:  reunite",,
8252,revealed,si,"""revealed"" is the past tense of:  reveal",révélé,
8258,reviewed,si,"""reviewed"" is the past tense of:  review",,
8259,reviews,pl,"""reviews"" is the plural of:  review",critiques,
8261,revised,si,"""revised"" is the past tense of:  revise",,
8266,revolutionized,si,"""revolutionized"" is the past tense of:  revolutionize",,
8268,revolved,si,"""revolved"" is the past tense of:  revolve",,
8271,rewound,si,"""rewound"" is the past tense of:  rewind",rembobiné,
8274,rice,pl,"""rice"" is the plural of:  rice",riz,
8279,richer,co,"""richer"" is the comparative of :  rich",plus riche(s),
8280,richest,su,"""richest"" is the superlative of:  rich",le/la/les plus riche(s),
8311,rings,pl,"""rings"" is the plural of:  ""ring","sonneries, sons",
8313,rinsed,si,"""rinsed"" is the past tense of:  rinse",rincé,
8317,riper,co,"""riper"" is the comparative of :  ripe","plus mûr(s), mûre(s)",
8318,ripest,su,"""ripest"" is the superlative of:  ripe","le/la/les plus mûr(s), mûre(s)",
8322,risked,si,"""risked"" is the past tense of:  risk",risqué,
8323,riskier,co,"""riskier"" is the comparative of :  risky","plus risqué(e)(s), hasardeux, hasardeuse(s)",
8324,riskiest,su,"""riskiest"" is the superlative of:  risky","le/la/les plus risqué(e)(s), hasardeux, hasardeuse(s)",
8328,roaches,pl,"""roaches"" is the plural of:  roach",gardons,
8330,roads,pl,"""roads"" is the plural of:  road",routes,
8333,robbed,si,"""robbed"" is the past tense of:  rob","volé, dérobé",
8342,rode,si,"""rode"" is the past tense of:  ride",,
8344,roles,pl,"""roles"" is the plural of:  role",rôles,
8346,rolled,si,"""rolled"" is the past tense of:  roll",,
8351,roomier,co,"""roomier"" is the comparative of :  roomy","plus spacieux, spacieuse(s)",
8352,roomiest,su,"""roomiest"" is the superlative of:  roomy","le/la/les plus spacieux, spacieuse(s)",
8354,roommates,pl,"""roommates"" is the plural of:  roommate","colocataires, camarades de chambre",
8355,rooms,pl,"""rooms"" is the plural of:  room","chambres, salles, pièces",
8358,rose,si,"""rose"" is the past tense of:  rise",,
8361,rougher,co,"""rougher"" is the comparative of :  rough",,
8362,roughest,su,"""roughest"" is the superlative of:  rough","le/la/les plus rugueux, rugueuse(s)",
8368,rounded off,si,"""rounded off"" is the past tense of: round off",,
8369,rounder,co,"""rounder"" is the comparative of :  round",,
8370,roundest,su,"""roundest"" is the superlative of:  round",,
8376,rowboats,pl,"""rowboats"" is the plural of:  rowboat",bateaux à rames,
8380,rubbed,si,"""rubbed"" is the past tense of:  rub",,
8386,ruder,co,"""ruder"" is the comparative of :  rude",,
8387,rudest,su,"""rudest"" is the superlative of:  rude","le/la/les plus discourtois(e)(s), grossier, grossière(s)",
8388,rug,"noun, decoration","All over their apartment, the floors are covered with Oriental rugs.",,Tout les sols de leur appartement sont recouverts de tapis d'Orient.
8391,ruined,si,"""ruined"" is the past tense of:  ruin",ruiné,
8398,rummaged,si,"""rummaged"" is the past tense of:  rummage",,
8414,runners,pl,"""runners"" is the plural of:  runner","coureurs, coureuses",
8421,rushed,si,"""rushed"" is the past tense of:  rush",,
8429,sacrificed,si,"""sacrificed"" is the past tense of:  sacrifice",sacrifié,
8430,sacrifices,pl,"""sacrifices"" is the plural of:  sacrifice",sacrifices,
8432,sadder,co,"""sadder"" is the comparative of :  sad","plus triste(s), regrettable(s)",
8433,saddest,su,"""saddest"" is the superlative of:  sad","le/la/les plus triste(s), regrettable(s)",
8441,safeguarded,si,"""safeguarded"" is the past tense of:  safeguard",,
8444,safer,co,"""safer"" is the comparative of :  safe",,
8445,safes,pl,"""safes"" is the plural of:  safe",coffres-forts,
8446,safest,su,"""safest"" is the superlative of:  safe",le/la/les plus sûr/e/s,
8447,said,si,"""said"" is the past tense of:  say",dit,
8452,sailed,si,"""sailed"" is the past tense of:  sail",,
8454,sailors,pl,"""sailors"" is the plural of:  sailor","marins, navigateurs, navigatrices",
8459,salaries,pl,"""salaries"" is the plural of:  salary","salaires, paies, rémunérations",
8463,sales ladies,pl,"""sales ladies"" is the plural of:  sales lady",vendeuses,
8464,sales men,pl,"""sales men"" is the plural of:  sales man",vendeurs,
8465,sales women,pl,"""sales women"" is the plural of:  sales woman",vendeuses,
8472,saltier,co,"""saltier"" is the comparative of :  salty",plus salé(e)(s),
8473,saltiest,su,"""saltiest"" is the superlative of:  salty",le/la/les plus salé(e)(s),
8481,sandwiched,si,"""sandwiched"" is the past tense of:  sandwich",,
8482,sandwiches,pl,"""sandwiches"" is the plural of:  sandwich",sandwich,
8483,sang,si,"""sang"" is the past tense of:  sing",,
8484,sank,si,"""sank"" is the past tense of:  sink",,
8488,sat,si,"""sat"" is the past tense of:  sit",,
8489,sat down,si,"""sat down"" is the past tense of:   sit down",,
8490,sat in,si,"""sat in"" is the past tense of:   sit in",,
8491,sat up,si,"""sat up"" is the past tense of:   sit up",,
8494,satisfied,si,"""satisfied"" is the past tense of:  satisfy",,
8502,sauces,pl,"""sauces"" is the plural of:  sauce",sauces,
8510,saved,si,"""saved"" is the past tense of:  save",,
8511,saved up,si,"""saved up"" is the past tense of:  save up",,
8514,saw,si,"""saw"" is the past tense of:  see",vu,
8526,scales,pl,"""scales"" is the plural of:  scale","échelles, gammes",
8530,scandalized,si,"""scandalized"" is the past tense of:  scandalize",,
8537,scarier,co,"""scarier"" is the comparative of :  scary", plus effrayant/e/s,
8538,scariest,su,"""scariest"" is the superlative of:  scary",le/la/les plus effrayant/e/s,
8539,scarred,si,"""scarred"" is the past tense of:  scar",,
8542,scattered,si,"""scattered"" is the past tense of:  scatter",,
8547,scheduled,si,"""scheduled"" is the past tense of:  schedule",,
8548,schedules,pl,"""schedules"" is the plural of:  schedule",,
8551,schools,pl,"""schools"" is the plural of:  school",écoles,
8554,scientists,pl,"""scientists"" is the plural of:  scientist","scientifiques, savants",
8557,scoops,pl,"""scoops"" is the plural of:  scoop","cuillères à glace, pelles, scoops",
8565,screamed,si,"""screamed"" is the past tense of:  scream",,
8567,screens,pl,"""screens"" is the plural of:  screen",écrans,
8589,seated,si,"""seated"" is the past tense of:  seat",,
8590,seats,pl,"""seats"" is the plural of:  seat","sièges, places",
8600,seconded,si,"""seconded"" is the past tense of:  second",,
8604,secretaries,pl,"""secretaries"" is the plural of:  secretary","secrétaires, ministres",
8607,secrets,pl,"""secrets"" is the plural of:  secret",secrets,
8609,sectors,pl,"""sectors"" is the plural of:  sector","secteurs, domaines",
8620,seemed,si,"""seemed"" is the past tense of:  seem",,
8628,selected,si,"""selected"" is the past tense of:  select",selectionné,
8640,senses,pl,"""senses"" is the plural of:  sense","sens, sentiments",
8645,sent,si,"""sent"" is the past tense of:  send",envoyé,
8646,sent off,si,"""sent off"" is the past tense of:  send off",,
8649,sentences,pl,"""sentences"" is the plural of:  sentence","phrases, peines",
8652,separated,si,"""separated"" is the past tense of:  separate",,
8666,sessions,pl,"""sessions"" is the plural of:  session","sessions, séances",
8667,set,si,"""set"" is the past tense of:  set",,
8671,set off,si,"""set off"" is the past tense of:  set off",,
8674,set up,si,"""set up"" is the past tense of:  set up",,
8678,settled,si,"""settled"" is the past tense of:  settle",,
8680,settlements,pl,"""settlements"" is the plural of:  settlement","accords, colonies",
8682,settlers,pl,"""settlers"" is the plural of:  settler",colons,
8684,setups,pl,"""setups"" is the plural of:  setup",installations,
8692,sewed,si,"""sewed"" is the past tense of:  sew",,
8694,sexier,co,"""sexier"" is the comparative of :  sexy",,
8695,sexiest,su,"""sexiest"" is the superlative of:  sexy","le/la/les plus attirant/e/s, érotique/s",
8708,shampooed,si,"""shampooed"" is the past tense of:  shampoo",,
8710,shaped,si,"""shaped"" is the past tense of:  shape",,
8713,shares,pl,"""shares"" is the plural of:  share","parts, actions",
8718,sharpened,si,"""sharpened"" is the past tense of:  sharpen",,
8719,sharper,co,"""sharper"" is the comparative of :  sharp",,
8720,sharpest,su,"""sharpest"" is the superlative of:  sharp","le/la/les plus tranchant/e/s, coupant/e/s",
8722,shaved,si,"""shaved"" is the past tense of:  shave",,
8735,sheepskins,pl,"""sheepskins"" is the plural of:  sheepskin","peaux de mouton, diplômes",
8743,shelved,si,"""shelved"" is the past tense of:  shelve",,
8744,shelves,pl,"""shelves"" is the plural of:  shelf",étagères,
8747,shepherded,si,"""shepherded"" is the past tense of:  shepherd",,
8750,shier,co,"""shier"" is the comparative of :  shy",plus timide/s,
8751,shiest,su,"""shiest"" is the superlative of:  shy",le/la/les plus timide/s,
8755,shinier,co,"""shinier"" is the comparative of :  shiny","plus brillant/e/s, luisant/e/s",
8756,shiniest,su,"""shiniest"" is the superlative of:  shiny","le/la/les plus brillant/e/s, luisant/e/s",
8762,ships,pl,"""ships"" is the plural of:  ship","navires, bateaux",
8765,shirts,pl,"""shirts"" is the plural of:  shirt",chemises,
8768,shivered,si,"""shivered"" is the past tense of:  shiver",,
8774,shoelaces,pl,"""shoelaces"" is the plural of:  shoelace",lacets,
8775,shoes,pl,"""shoes"" is the plural of:  shoe","chaussures, souliers",
8776,shook,si,"""shook"" is the past tense of:  shake",,
8783,shopped,si,"""shopped"" is the past tense of:  shop",,
8785,shops,pl,"""shops"" is the plural of:  shop","magasins, boutiques",
8794,shortened,si,"""shortened"" is the past tense of:  shorten",,
8796,shorter,co,"""shorter"" is the comparative of :  short",,
8797,shortest,su,"""shortest"" is the superlative of:  short",le/la/les plus court/e/s,
8800,shot,si,"""shot"" is the past tense of:  shoot",,
8804,shot down,si,"""shot down"" is the past tense of:   shoot down",,
8805,shot up,si,"""shot up"" is the past tense of:   shoot up",,
8812,shouted,si,"""shouted"" is the past tense of:  shout",,
8815,shoveled,si,"""shoveled"" is the past tense of:  shovel",,
8822,showcases,pl,"""showcases"" is the plural of:  showcase",vitrines,
8823,showed,si,"""showed"" is the past tense of:  show",montré,
8824,showed around,si,"""showed around"" is the past tense of:  show around",,
8825,showed up,si,"""showed up"" is the past tense of:  show up",,
8828,showers,pl,"""showers"" is the plural of:  shower","douches, averses",
8830,shows,pl,"""shows"" is the plural of:  show","spectacles, représentations",
8832,shredded,si,"""shredded"" is the past tense of:  shred",,
8835,shut,si,"""shut"" is the past tense of:  shut",,
8836,shut off,si,"""shut off"" is the past tense of:  shut off",,
8842,sicker,co,"""sicker"" is the comparative of :  sick","plus malades, malsain/e/s",
8843,sickest,su,"""sickest"" is the superlative of:  sick","le/la/les plus malades, malsain/e/s",
8848,sides,pl,"""sides"" is the plural of:  side",côtés,
8851,sights,pl,"""sights"" is the plural of:  sight",vues,
8860,signatures,pl,"""signatures"" is the plural of:  signature",signatures,
8861,signed,si,"""signed"" is the past tense of:  sign",,
8862,signed in,si,"""signed in"" is the past tense of:  sign in",,
8863,signed over,si,"""signed over"" is the past tense of:  sign over",,
8866,signs,pl,"""signs"" is the plural of:  sign","signes, enseignes, panneaux",
8871,sillier,co,"""sillier"" is the comparative of :  silly","plus idiot(s), idiote(s)",
8872,silliest,su,"""silliest"" is the superlative of:  silly",le/la/les plus idiot(e)(s),
8877,simmered down,si,"""simmered down"" is the past tense of:  simmer down",,
8879,simplified,si,"""simplified"" is the past tense of:  simplify",simplifié,
8882,since,preposition,How long has it been since the election?,,Combien de temps s'est-il écoulé depuis les dernières élections ?
8887,singers,pl,"""singers"" is the plural of:  singer","chanteurs, chanteuses",
8900,sisters,pl,"""sisters"" is the plural of:  sister",sœurs,
8909,situations,pl,"""situations"" is the plural of:  situation",situations,
8917,sizes,pl,"""sizes"" is the plural of:  size",tailles,
8922,skated,si,"""skated"" is the past tense of:  skate",,
8924,skaters,pl,"""skaters"" is the plural of:  skater","patineurs, patineuses",
8932,skied,si,"""skied"" is the past tense of:  ski",,
8933,skied,si,"""skied"" is the past tense of:  ski",,
8935,skiers,pl,"""skiers"" is the plural of:  skier","skieurs, skieuses",
8936,skies,pl,"""skies"" is the plural of:  sky",ciels,
8940,skinnier,co,"""skinnier"" is the comparative of :  skinny",,
8941,skinniest,su,"""skinniest"" is the superlative of:  skinny",,
8948,skirted,si,"""skirted"" is the past tense of:  skirt",,
8949,skis,pl,"""skis"" is the plural of:  ski",skis,
8953,skydived,si,"""skydived"" is the past tense of:  skydive",,
8957,slammed,si,"""slammed"" is the past tense of:  slam",,
8961,sleeker,co,"""sleeker"" is the comparative of :  sleek",,
8962,sleekest,su,"""sleekest"" is the superlative of:  sleek","le/la/les plus lisse(s), raffiné(e)(s)",
8965,sleepier,co,"""sleepier"" is the comparative of :  sleepy",plus endormi/e/s,
8966,sleepiest,su,"""sleepiest"" is the superlative of: sleepy",le/la/les plus endormi/e/s,
8968,sleepwalked,si,"""sleepwalked"" is the past tense of:  sleepwalk",,
8973,sleeves,pl,"""sleeves"" is the plural of:  sleeve",manches,
8975,slept,si,"""slept"" is the past tense of:  sleep",,
8978,sliced,si,"""sliced"" is the past tense of:  slice",,
8979,slices,pl,"""slices"" is the plural of:  slice","tranches, morceaux",
8982,slimmer,co,"""slimmer"" is the comparative of :  slim",,
8983,slimmest,su,"""slimmest"" is the superlative of:  slim","le/la/les plus mince(s), ",
8989,slipped,si,"""slipped"" is the past tense of:  slip",,
8992,slips,pl,"""slips"" is the plural of:  slip","erreurs, bouts de papier",
8999,slowed,si,"""slowed"" is the past tense of:  slow",ralenti,
9000,slowed down,si,"""slowed down"" is the past tense of:  slow down",,
9001,slower,co,"""slower"" is the comparative of :  slow",,
9002,slowest,su,"""slowest"" is the superlative of:  slow",le/la/les plus lent/e/s,
9006,smaller,co,"""smaller"" is the comparative of :  small", plus petit/e/s,
9007,smaller,co,"""smaller"" is the comparative of :  small", plus petit/e/s,
9008,smallest,su,"""smallest"" is the superlative of:  small",le/la/les plus petit/e/s,
9011,smarter,co,"""smarter"" is the comparative of :  smart",,
9012,smartest,su,"""smartest"" is the superlative of:  smart",,
9016,smells,pl,"""smells"" is the plural of:  smell",odeurs,
9020,smiled,si,"""smiled"" is the past tense of:  smile",,
9021,smiles,pl,"""smiles"" is the plural of:  smile",sourires,
9025,smoked,si,"""smoked"" is the past tense of:  smoke",fumé,
9027,smokier,co,"""smokier"" is the comparative of :  smoky", plus fumé/e/s,
9028,smokiest,su,"""smokiest"" is the superlative of:  smoky",le/la/les plus fumé/e/s,
9033,smoothed out,si,"""smoothed out"" is the past tense of:  smooth out",,
9034,smoother,co,"""smoother"" is the comparative of :  smooth",,
9035,smoothest,su,"""smoothest"" is the superlative of:  smooth","le/la/les plus moelleux/se/s, onctueux/se/s, lisse/s",
9039,snacked,si,"""snacked"" is the past tense of:  snack",,
9040,snacks,pl,"""snacks"" is the plural of:  snack","collations, encas",
9043,snaked,si,"""snaked"" is the past tense of:  snake",,
9048,sneered,si,"""sneered"" is the past tense of:  sneer",,
9050,sneezed,si,"""sneezed"" is the past tense of:  sneeze",,
9055,snowed,si,"""snowed"" is the past tense of:  snow",,
9072,sobered up,si,"""sobered up"" is the past tense of:  sober up",,
9077,socialized,si,"""socialized"" is the past tense of:  socialize",,
9078,societies,pl,"""societies"" is the plural of:  society","sociétés, associations",
9086,softened,si,"""softened"" is the past tense of:  soften",,
9087,softer,co,"""softer"" is the comparative of :  soft",,
9088,softest,su,"""softest"" is the superlative of:  soft","le/la/les plus moelleux/se/s, doux/ce/s",
9093,soiled,si,"""soiled"" is the past tense of:  soil",,
9095,sold,si,"""sold"" is the past tense of:  sell",vendu,
9097,soldiers,pl,"""soldiers"" is the plural of:  soldier",soldats,
9101,solicited,si,"""solicited"" is the past tense of:  solicit",,
9103,solidified,si,"""solidified"" is the past tense of:  solidify",,
9108,solved,si,"""solved"" is the past tense of:  solve",résolu,
9132,songs,pl,"""songs"" is the plural of:  song","chansons, chants",
9133,sons,pl,"""sons"" is the plural of:  son",fils,
9146,sorrier,co,"""sorrier"" is the comparative of :  sorry",,
9147,sorriest,su,"""sorriest"" is the superlative of:  sorry","le/la/les plus désolé/e/s, triste/s",
9153,sorted,si,"""sorted"" is the past tense of:  sort",trié,
9157,sounds,pl,"""sounds"" is the plural of:  sound",sons,
9159,soups,pl,"""soups"" is the plural of:  soup","soupes, potages",
9174,spaced,si,"""spaced"" is the past tense of:  space",,
9182,spared,si,"""spared"" is the past tense of:  spare",épargné,
9189,speakers,pl,"""speakers"" is the plural of:  speaker","haut-parleurs, conférenciers, conférencières",
9198,spectators,pl,"""spectators"" is the plural of:  spectator","spectateurs, spectatrices",
9200,speeches,pl,"""speeches"" is the plural of:  speech",discours,
9205,speeds,pl,"""speeds"" is the plural of:  speed",vitesses,
9214,spent,si,"""spent"" is the past tense of:  spend","dépensé, passé du temps",
9216,spheres,pl,"""spheres"" is the plural of:  sphere","sphères, domaines",
9219,spices,pl,"""spices"" is the plural of:  spice",épices,
9220,spicier,co,"""spicier"" is the comparative of :  spicy","plus épicé/s, épicée/s",
9221,spiciest,su,"""spiciest"" is the superlative of:  spicy",le/la/les plus épicé/e/s,
9231,split,si,"""split"" is the past tense of:  split",,
9234,split up,si,"""split up"" is the past tense of:  split up",,
9237,spoke,si,"""spoke"" is the past tense of:  speak",parlé,
9238,spoke up,si,"""spoke up"" is the past tense of:  speak up",,
9247,sports,pl,"""sports"" is the plural of:  sport",sports,
9254,spread,si,"""spread"" is the past tense of:  spread",répandu,
9255,spread out,si,"""spread out"" is the past tense of:  spread out",,
9258,springs,pl,"""springs"" is the plural of:  spring","bonds, sauts, ressorts",
9261,sprinkled,si,"""sprinkled"" is the past tense of:  sprinkle",,
9264,squares,pl,"""squares"" is the plural of:  square","carrés, places",
9270,stables,pl,"""stables"" is the plural of:  stable",écuries,
9273,stacked up,si,"""stacked up"" is the past tense of:  stack up",,
9275,staff,pl,"""staff"" is the plural of:  staff","employés, employées, personnel",
9280,stairs,pl,"""stairs"" is the plural of:  stair","marches, escaliers",
9284,staler,co,"""staler"" is the comparative of :  stale","plus rance/s, rassis",
9285,stalest,su,"""stalest"" is the superlative of:  stale","le/la/les plus rance/s, rassis",
9288,stamps,pl,"""stamps"" is the plural of:  stamp",timbres,
9299,standards,pl,"""standards"" is the plural of:  standard","critères, normes, niveaux",
9309,started,si,"""started"" is the past tense of:  start","commencé, démarré",
9316,statements,pl,"""statements"" is the plural of:  statement","déclarations, communiqués",
9317,states,pl,"""states"" is the plural of:  state",états,
9321,stations,pl,"""stations"" is the plural of:  station","gares, stations",
9335,stayed,si,"""stayed"" is the past tense of:  stay",resté,
9336,stayed in,si,"""stayed in"" is the past tense of:  stay in",,
9337,stayed out,si,"""stayed out"" is the past tense of:  stay out",,
9338,stayed up,si,"""stayed up"" is the past tense of:  stay up",,
9339,steadier,co,"""steadier"" is the comparative of :  steady","plus stable/s, régulier/ère/s",
9340,steadiest,su,"""steadiest"" is the superlative of:  steady","le/la/les plus stable/s, régulier/ère/s",
9343,steaks,pl,"""steaks"" is the plural of:  steak",steaks,
9347,steeper,co,"""steeper"" is the comparative of :  steep","plus escarpé/e/s, raide/s",
9348,steepest,su,"""steepest"" is the superlative of:  steep","le/la/les plus escarpé/e/s, raide/s",
9353,stepped,si,"""stepped"" is the past tense of:  step",,
9354,stepped out,si,"""stepped out"" is the past tense of:  step out",,
9356,stereos,pl,"""stereos"" is the plural of:  stereo",chaines hifi,
9363,stickier,co,"""stickier"" is the comparative of :  sticky",plus collant/e/s,
9364,stickiest,su,"""stickiest"" is the superlative of:  sticky",le/la/les plus collant/e/s,
9368,stiffened,si,"""stiffened"" is the past tense of:  stiffen",,
9377,stirred,si,"""stirred"" is the past tense of:  stir",,
9385,stocked,si,"""stocked"" is the past tense of:  stock",,
9387,stocks,pl,"""stocks"" is the plural of:  stock","stocks, actions, provisions",
9388,stole,si,"""stole"" is the past tense of:  steal","volé, dérobé",
9391,stones,pl,"""stones"" is the plural of:  stone",pierres,
9392,stood,si,"""stood"" is the past tense of:  stand",,
9393,stood,si,"""stood"" is the past tense of:  stand",,
9395,stood by,si,"""stood by"" is the past tense of:  stand by",,
9396,stood out,si,"""stood out"" is the past tense of:  stand out",,
9397,stood up,si,"""stood up"" is the past tense of:  stand up",,
9403,stopped,si,"""stopped"" is the past tense of:  stop",,
9404,stopped by,si,"""stopped by"" is the past tense of:  stop by",,
9408,stores,pl,"""stores"" is the plural of:  store","boutiques, magasins",
9409,stories,pl,"""stories"" is the plural of:  story",histoires,
9412,stormier,co,"""stormier"" is the comparative of :  stormy",,
9413,stormiest,su,"""stormiest"" is the superlative of:  stormy","le/la/les plus orageux, orageuse/s",
9419,straighter,co,"""straighter"" is the comparative of :  straight",,
9420,straightest,su,"""straightest"" is the superlative of:  straight",le/la/les plus droit/e/s,
9424,stranger,co,"""stranger"" is the comparative of :  strange",,
9426,strangest,su,"""strangest"" is the superlative of:  strange",,
9428,strawberries,pl,"""strawberries"" is the plural of:  strawberry",fraises,
9433,streamed,si,"""streamed"" is the past tense of:  stream",,
9435,streets,pl,"""streets"" is the plural of:  street",rues,
9439,strengthened,si,"""strengthened"" is the past tense of:  strengthen",,
9445,stricter,co,"""stricter"" is the comparative of :  strict","plus  strict/e/s, sévère/s",
9446,strictest,su,"""strictest"" is the superlative of:  strict","le/la/les plus  strict/e/s, sévère/s",
9455,stripes,pl,"""stripes"" is the plural of:  stripe",rayures,
9458,strokes,pl,"""strokes"" is the plural of:  stroke","coups, attaques",
9463,stronger,co,"""stronger"" is the comparative of :  strong",plus fort/e/s,
9464,strongest,su,"""strongest"" is the superlative of:  strong",le/la/les plus fort/e/s,
9470,students,pl,"""students"" is the plural of:  student","étudiants, étudiantes",
9471,studied,si,"""studied"" is the past tense of:  study",étudié,
9481,stuntmen,pl,"""stuntmen"" is the plural of:  stuntman","cascadeurs, cascadeuses",
9487,subheadings,pl,"""subheadings"" is the plural of:  subheading",sous-titres,
9491,subjects,pl,"""subjects"" is the plural of:  subject","sujets, matières",
9493,submitted,si,"""submitted"" is the past tense of:  submit",soumis,
9495,subscriptions,pl,"""subscriptions"" is the plural of:  subscription","abonnements, inscriptions",
9498,subsided,si,"""subsided"" is the past tense of:  subside",,
9499,subsidiaries,pl,"""subsidiaries"" is the plural of:  subsidiary",filiales,
9504,substituted,si,"""substituted"" is the past tense of:  substitute",substitué,
9507,subtitles,pl,"""subtitles"" is the plural of:  subtitle",sous-titres,
9511,subtracted,si,"""subtracted"" is the past tense of:  subtract","enlevé, ôté, soustrait",
9514,subways,pl,"""subways"" is the plural of:  subway",passages souterrains,
9516,succeeded,si,"""succeeded"" is the past tense of:  succeed","réussi, succédé",
9518,successes,pl,"""successes"" is the plural of:  success","succès, réussites",
9534,suffered,si,"""suffered"" is the past tense of:  suffer",,
9548,suitcases,pl,"""suitcases"" is the plural of:  suitcase",valises,
9550,suites,pl,"""suites"" is the plural of:  suite",suites,
